Country Name,Country Code,Indicator Name,Indicator Code,Region,Income Group,Year,Value
Lao PDR,LAO,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,East Asia & Pacific,Lower middle income,2016,67.014
Lao PDR,LAO,"Maternal mortality ratio (modeled estimate, per 100,000 live births)",SH.STA.MMRT,East Asia & Pacific,Lower middle income,2016,165.0
Lao PDR,LAO,"Mortality rate, infant (per 1,000 live births)",SP.DYN.IMRT.IN,East Asia & Pacific,Lower middle income,2016,38.1
Lao PDR,LAO,"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,East Asia & Pacific,Lower middle income,2016,42.2
Latvia,LVA,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,Europe & Central Asia,High income,2016,6.35184479
Latvia,LVA,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Europe & Central Asia,High income,2016,74.58048780487805
Latvia,LVA,"Maternal mortality ratio (modeled estimate, per 100,000 live births)",SH.STA.MMRT,Europe & Central Asia,High income,2016,23.0
Latvia,LVA,"Mortality rate, infant (per 1,000 live births)",SP.DYN.IMRT.IN,Europe & Central Asia,High income,2016,4.0
Latvia,LVA,"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,Europe & Central Asia,High income,2016,4.8
Lebanon,LBN,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,Middle East & North Africa,Lower middle income,2016,7.92344952
Lebanon,LBN,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Middle East & North Africa,Lower middle income,2016,78.306
Lebanon,LBN,"Maternal mortality ratio (modeled estimate, per 100,000 live births)",SH.STA.MMRT,Middle East & North Africa,Lower middle income,2016,15.0
Lebanon,LBN,"Mortality rate, infant (per 1,000 live births)",SP.DYN.IMRT.IN,Middle East & North Africa,Lower middle income,2016,11.5
Lebanon,LBN,"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,Middle East & North Africa,Lower middle income,2016,13.2
Lesotho,LSO,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,Sub-Saharan Africa,Lower middle income,2016,9.19744301
Lesotho,LSO,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Sub-Saharan Africa,Lower middle income,2016,52.908
Lesotho,LSO,"Maternal mortality ratio (modeled estimate, per 100,000 live births)",SH.STA.MMRT,Sub-Saharan Africa,Lower middle income,2016,518.0
Lesotho,LSO,"Mortality rate, infant (per 1,000 live births)",SP.DYN.IMRT.IN,Sub-Saharan Africa,Lower middle income,2016,68.2
Lesotho,LSO,"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,Sub-Saharan Africa,Lower middle income,2016,71.4
Liberia,LBR,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,Sub-Saharan Africa,Low income,2016,9.88514519
Liberia,LBR,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Sub-Saharan Africa,Low income,2016,60.483
Liberia,LBR,"Maternal mortality ratio (modeled estimate, per 100,000 live births)",SH.STA.MMRT,Sub-Saharan Africa,Low income,2016,690.0
Liberia,LBR,"Mortality rate, infant (per 1,000 live births)",SP.DYN.IMRT.IN,Sub-Saharan Africa,Low income,2016,64.2
Liberia,LBR,"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,Sub-Saharan Africa,Low income,2016,91.5
Libya,LBY,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,Middle East & North Africa,Upper middle income,2016,6.17178679
Libya,LBY,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Middle East & North Africa,Upper middle income,2016,71.799
Libya,LBY,"Maternal mortality ratio (modeled estimate, per 100,000 live births)",SH.STA.MMRT,Middle East & North Africa,Upper middle income,2016,74.0
Libya,LBY,"Mortality rate, infant (per 1,000 live births)",SP.DYN.IMRT.IN,Middle East & North Africa,Upper middle income,2016,10.2
Libya,LBY,"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,Middle East & North Africa,Upper middle income,2016,12.8
Liechtenstein,LIE,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,Europe & Central Asia,High income,2016,5.85200214
Liechtenstein,LIE,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Europe & Central Asia,High income,2016,82.25853658536586
Liechtenstein,LIE,"Maternal mortality ratio (modeled estimate, per 100,000 live births)",SH.STA.MMRT,Europe & Central Asia,High income,2016,
Liechtenstein,LIE,"Mortality rate, infant (per 1,000 live births)",SP.DYN.IMRT.IN,Europe & Central Asia,High income,2016,
Liechtenstein,LIE,"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,Europe & Central Asia,High income,2016,
Lithuania,LTU,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,Europe & Central Asia,High income,2016,6.64928818
Lithuania,LTU,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Europe & Central Asia,High income,2016,74.67073170731707
Lithuania,LTU,"Maternal mortality ratio (modeled estimate, per 100,000 live births)",SH.STA.MMRT,Europe & Central Asia,High income,2016,9.0
Lithuania,LTU,"Mortality rate, infant (per 1,000 live births)",SP.DYN.IMRT.IN,Europe & Central Asia,High income,2016,4.0
Lithuania,LTU,"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,Europe & Central Asia,High income,2016,4.8
Luxembourg,LUX,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,Europe & Central Asia,High income,2016,5.07103872
Luxembourg,LUX,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Europe & Central Asia,High income,2016,82.68536585365854
Luxembourg,LUX,"Maternal mortality ratio (modeled estimate, per 100,000 live births)",SH.STA.MMRT,Europe & Central Asia,High income,2016,13.0
Luxembourg,LUX,"Mortality rate, infant (per 1,000 live births)",SP.DYN.IMRT.IN,Europe & Central Asia,High income,2016,2.1
Luxembourg,LUX,"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,Europe & Central Asia,High income,2016,2.5
"Macao SAR, China",MAC,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,East Asia & Pacific,High income,2016,
"Macao SAR, China",MAC,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,East Asia & Pacific,High income,2016,83.27560975609757
"Macao SAR, China",MAC,"Maternal mortality ratio (modeled estimate, per 100,000 live births)",SH.STA.MMRT,East Asia & Pacific,High income,2016,
"Macao SAR, China",MAC,"Mortality rate, infant (per 1,000 live births)",SP.DYN.IMRT.IN,East Asia & Pacific,High income,2016,
"Macao SAR, China",MAC,"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,East Asia & Pacific,High income,2016,
Madagascar,MDG,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,Sub-Saharan Africa,Low income,2016,5.33248854
Madagascar,MDG,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Sub-Saharan Africa,Low income,2016,63.431
Madagascar,MDG,"Maternal mortality ratio (modeled estimate, per 100,000 live births)",SH.STA.MMRT,Sub-Saharan Africa,Low income,2016,470.0
Madagascar,MDG,"Mortality rate, infant (per 1,000 live births)",SP.DYN.IMRT.IN,Sub-Saharan Africa,Low income,2016,43.6
Madagascar,MDG,"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,Sub-Saharan Africa,Low income,2016,64.9
Malawi,MWI,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,Sub-Saharan Africa,Low income,2016,7.72703791
Malawi,MWI,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Sub-Saharan Africa,Low income,2016,63.163
Malawi,MWI,"Maternal mortality ratio (modeled estimate, per 100,000 live births)",SH.STA.MMRT,Sub-Saharan Africa,Low income,2016,312.0
Malawi,MWI,"Mortality rate, infant (per 1,000 live births)",SP.DYN.IMRT.IN,Sub-Saharan Africa,Low income,2016,39.1
Malawi,MWI,"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,Sub-Saharan Africa,Low income,2016,55.8
Malaysia,MYS,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,East Asia & Pacific,Upper middle income,2016,3.70085335
Malaysia,MYS,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,East Asia & Pacific,Upper middle income,2016,75.371
Malaysia,MYS,"Maternal mortality ratio (modeled estimate, per 100,000 live births)",SH.STA.MMRT,East Asia & Pacific,Upper middle income,2016,30.0
Malaysia,MYS,"Mortality rate, infant (per 1,000 live births)",SP.DYN.IMRT.IN,East Asia & Pacific,Upper middle income,2016,6.7
Malaysia,MYS,"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,East Asia & Pacific,Upper middle income,2016,8.2
Maldives,MDV,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,South Asia,Upper middle income,2016,10.23337078
Maldives,MDV,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,South Asia,Upper middle income,2016,78.913
Maldives,MDV,"Maternal mortality ratio (modeled estimate, per 100,000 live births)",SH.STA.MMRT,South Asia,Upper middle income,2016,41.0
Maldives,MDV,"Mortality rate, infant (per 1,000 live births)",SP.DYN.IMRT.IN,South Asia,Upper middle income,2016,8.0
Maldives,MDV,"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,South Asia,Upper middle income,2016,9.2
Mali,MLI,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,Sub-Saharan Africa,Low income,2016,3.77377558
Mali,MLI,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Sub-Saharan Africa,Low income,2016,58.286
Mali,MLI,"Maternal mortality ratio (modeled estimate, per 100,000 live births)",SH.STA.MMRT,Sub-Saharan Africa,Low income,2016,472.0
Mali,MLI,"Mortality rate, infant (per 1,000 live births)",SP.DYN.IMRT.IN,Sub-Saharan Africa,Low income,2016,64.0
Mali,MLI,"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,Sub-Saharan Africa,Low income,2016,105.1
Malta,MLT,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,Middle East & North Africa,High income,2016,8.69928074
Malta,MLT,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Middle East & North Africa,High income,2016,82.35365853658537
Malta,MLT,"Maternal mortality ratio (modeled estimate, per 100,000 live births)",SH.STA.MMRT,Middle East & North Africa,High income,2016,10.0
Malta,MLT,"Mortality rate, infant (per 1,000 live births)",SP.DYN.IMRT.IN,Middle East & North Africa,High income,2016,5.7
Malta,MLT,"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,Middle East & North Africa,High income,2016,6.5
Marshall Islands,MHL,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,East Asia & Pacific,Upper middle income,2016,14.62816238
Marshall Islands,MHL,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,East Asia & Pacific,Upper middle income,2016,65.477
Marshall Islands,MHL,"Maternal mortality ratio (modeled estimate, per 100,000 live births)",SH.STA.MMRT,East Asia & Pacific,Upper middle income,2016,183.0
Marshall Islands,MHL,"Mortality rate, infant (per 1,000 live births)",SP.DYN.IMRT.IN,East Asia & Pacific,Upper middle income,2016,28.6
Marshall Islands,MHL,"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,East Asia & Pacific,Upper middle income,2016,34.2
Mauritania,MRT,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,Sub-Saharan Africa,Lower middle income,2016,3.18699503
Mauritania,MRT,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Sub-Saharan Africa,Lower middle income,2016,66.823
Mauritania,MRT,"Maternal mortality ratio (modeled estimate, per 100,000 live births)",SH.STA.MMRT,Sub-Saharan Africa,Lower middle income,2016,456.0
Mauritania,MRT,"Mortality rate, infant (per 1,000 live births)",SP.DYN.IMRT.IN,Sub-Saharan Africa,Lower middle income,2016,37.6
Mauritania,MRT,"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,Sub-Saharan Africa,Lower middle income,2016,47.7
Mauritius,MUS,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,Sub-Saharan Africa,Upper middle income,2016,5.54289532
Mauritius,MUS,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Sub-Saharan Africa,Upper middle income,2016,74.3948780487805
Mauritius,MUS,"Maternal mortality ratio (modeled estimate, per 100,000 live births)",SH.STA.MMRT,Sub-Saharan Africa,Upper middle income,2016,62.0
Mauritius,MUS,"Mortality rate, infant (per 1,000 live births)",SP.DYN.IMRT.IN,Sub-Saharan Africa,Upper middle income,2016,13.0
Mauritius,MUS,"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,Sub-Saharan Africa,Upper middle income,2016,14.6
Mexico,MEX,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,Latin America & Caribbean,Upper middle income,2016,5.38499022
Mexico,MEX,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Latin America & Caribbean,Upper middle income,2016,74.376
Mexico,MEX,"Maternal mortality ratio (modeled estimate, per 100,000 live births)",SH.STA.MMRT,Latin America & Caribbean,Upper middle income,2016,43.0
Mexico,MEX,"Mortality rate, infant (per 1,000 live births)",SP.DYN.IMRT.IN,Latin America & Caribbean,Upper middle income,2016,14.7
Mexico,MEX,"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,Latin America & Caribbean,Upper middle income,2016,16.2
"Micronesia, Fed. Sts.",FSM,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,East Asia & Pacific,Upper middle income,2016,13.33481121
"Micronesia, Fed. Sts.",FSM,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,East Asia & Pacific,Upper middle income,2016,65.576
"Micronesia, Fed. Sts.",FSM,"Maternal mortality ratio (modeled estimate, per 100,000 live births)",SH.STA.MMRT,East Asia & Pacific,Upper middle income,2016,173.0
"Micronesia, Fed. Sts.",FSM,"Mortality rate, infant (per 1,000 live births)",SP.DYN.IMRT.IN,East Asia & Pacific,Upper middle income,2016,25.9
"Micronesia, Fed. Sts.",FSM,"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,East Asia & Pacific,Upper middle income,2016,28.9
Moldova,MDA,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,Europe & Central Asia,Upper middle income,2016,7.62106228
Moldova,MDA,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Europe & Central Asia,Upper middle income,2016,70.179
Moldova,MDA,"Maternal mortality ratio (modeled estimate, per 100,000 live births)",SH.STA.MMRT,Europe & Central Asia,Upper middle income,2016,21.0
Moldova,MDA,"Mortality rate, infant (per 1,000 live births)",SP.DYN.IMRT.IN,Europe & Central Asia,Upper middle income,2016,14.1
Moldova,MDA,"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,Europe & Central Asia,Upper middle income,2016,15.5
Monaco,MCO,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,Europe & Central Asia,High income,2016,4.1231184
Monaco,MCO,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Europe & Central Asia,High income,2016,85.63
Monaco,MCO,"Maternal mortality ratio (modeled estimate, per 100,000 live births)",SH.STA.MMRT,Europe & Central Asia,High income,2016,6.0
Monaco,MCO,"Mortality rate, infant (per 1,000 live births)",SP.DYN.IMRT.IN,Europe & Central Asia,High income,2016,2.8
Monaco,MCO,"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,Europe & Central Asia,High income,2016,3.4
Mongolia,MNG,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,East Asia & Pacific,Upper middle income,2016,4.58008575
Mongolia,MNG,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,East Asia & Pacific,Upper middle income,2016,70.2239024390244
Mongolia,MNG,"Maternal mortality ratio (modeled estimate, per 100,000 live births)",SH.STA.MMRT,East Asia & Pacific,Upper middle income,2016,48.0
Mongolia,MNG,"Mortality rate, infant (per 1,000 live births)",SP.DYN.IMRT.IN,East Asia & Pacific,Upper middle income,2016,15.0
Mongolia,MNG,"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,East Asia & Pacific,Upper middle income,2016,18.4
Montenegro,MNE,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,Europe & Central Asia,Upper middle income,2016,8.63302994
Montenegro,MNE,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Europe & Central Asia,Upper middle income,2016,76.54146341463417
Montenegro,MNE,"Maternal mortality ratio (modeled estimate, per 100,000 live births)",SH.STA.MMRT,Europe & Central Asia,Upper middle income,2016,6.0
Montenegro,MNE,"Mortality rate, infant (per 1,000 live births)",SP.DYN.IMRT.IN,Europe & Central Asia,Upper middle income,2016,3.2
Montenegro,MNE,"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,Europe & Central Asia,Upper middle income,2016,3.9
Morocco,MAR,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,Middle East & North Africa,Lower middle income,2016,5.09203386
Morocco,MAR,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Middle East & North Africa,Lower middle income,2016,73.228
Morocco,MAR,"Maternal mortality ratio (modeled estimate, per 100,000 live births)",SH.STA.MMRT,Middle East & North Africa,Lower middle income,2016,94.0
Morocco,MAR,"Mortality rate, infant (per 1,000 live births)",SP.DYN.IMRT.IN,Middle East & North Africa,Lower middle income,2016,20.3
Morocco,MAR,"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,Middle East & North Africa,Lower middle income,2016,21.9
Mozambique,MOZ,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,Sub-Saharan Africa,Low income,2016,7.21501875
Mozambique,MOZ,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Sub-Saharan Africa,Low income,2016,59.455
Mozambique,MOZ,"Maternal mortality ratio (modeled estimate, per 100,000 live births)",SH.STA.MMRT,Sub-Saharan Africa,Low income,2016,202.0
Mozambique,MOZ,"Mortality rate, infant (per 1,000 live births)",SP.DYN.IMRT.IN,Sub-Saharan Africa,Low income,2016,52.8
Mozambique,MOZ,"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,Sub-Saharan Africa,Low income,2016,73.3
Myanmar,MMR,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,East Asia & Pacific,Lower middle income,2016,4.76220942
Myanmar,MMR,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,East Asia & Pacific,Lower middle income,2016,65.64
Myanmar,MMR,"Maternal mortality ratio (modeled estimate, per 100,000 live births)",SH.STA.MMRT,East Asia & Pacific,Lower middle income,2016,215.0
Myanmar,MMR,"Mortality rate, infant (per 1,000 live births)",SP.DYN.IMRT.IN,East Asia & Pacific,Lower middle income,2016,42.6
Myanmar,MMR,"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,East Asia & Pacific,Lower middle income,2016,48.7
Namibia,NAM,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,Sub-Saharan Africa,Lower middle income,2016,9.32231045
Namibia,NAM,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Sub-Saharan Africa,Lower middle income,2016,60.81
Namibia,NAM,"Maternal mortality ratio (modeled estimate, per 100,000 live births)",SH.STA.MMRT,Sub-Saharan Africa,Lower middle income,2016,250.0
Namibia,NAM,"Mortality rate, infant (per 1,000 live births)",SP.DYN.IMRT.IN,Sub-Saharan Africa,Lower middle income,2016,45.3
Namibia,NAM,"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,Sub-Saharan Africa,Lower middle income,2016,51.4
Naoero,NRU,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,East Asia & Pacific,High income,2016,10.95251656
Naoero,NRU,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,East Asia & Pacific,High income,2016,60.996
Naoero,NRU,"Maternal mortality ratio (modeled estimate, per 100,000 live births)",SH.STA.MMRT,East Asia & Pacific,High income,2016,248.0
Naoero,NRU,"Mortality rate, infant (per 1,000 live births)",SP.DYN.IMRT.IN,East Asia & Pacific,High income,2016,14.7
Naoero,NRU,"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,East Asia & Pacific,High income,2016,15.9
Nepal,NPL,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,South Asia,Lower middle income,2016,5.42378998
Nepal,NPL,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,South Asia,Lower middle income,2016,68.444
Nepal,NPL,"Maternal mortality ratio (modeled estimate, per 100,000 live births)",SH.STA.MMRT,South Asia,Lower middle income,2016,214.0
Nepal,NPL,"Mortality rate, infant (per 1,000 live births)",SP.DYN.IMRT.IN,South Asia,Lower middle income,2016,31.0
Nepal,NPL,"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,South Asia,Lower middle income,2016,36.0
Netherlands,NLD,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,Europe & Central Asia,High income,2016,9.89148426
Netherlands,NLD,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Europe & Central Asia,High income,2016,81.5609756097561
Netherlands,NLD,"Maternal mortality ratio (modeled estimate, per 100,000 live births)",SH.STA.MMRT,Europe & Central Asia,High income,2016,5.0
Netherlands,NLD,"Mortality rate, infant (per 1,000 live births)",SP.DYN.IMRT.IN,Europe & Central Asia,High income,2016,3.5
Netherlands,NLD,"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,Europe & Central Asia,High income,2016,4.1
New Caledonia,NCL,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,East Asia & Pacific,High income,2016,
New Caledonia,NCL,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,East Asia & Pacific,High income,2016,77.359
New Caledonia,NCL,"Maternal mortality ratio (modeled estimate, per 100,000 live births)",SH.STA.MMRT,East Asia & Pacific,High income,2016,
New Caledonia,NCL,"Mortality rate, infant (per 1,000 live births)",SP.DYN.IMRT.IN,East Asia & Pacific,High income,2016,
New Caledonia,NCL,"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,East Asia & Pacific,High income,2016,
New Zealand,NZL,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,East Asia & Pacific,High income,2016,8.76869011
New Zealand,NZL,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,East Asia & Pacific,High income,2016,81.65853658536587
New Zealand,NZL,"Maternal mortality ratio (modeled estimate, per 100,000 live births)",SH.STA.MMRT,East Asia & Pacific,High income,2016,8.0
New Zealand,NZL,"Mortality rate, infant (per 1,000 live births)",SP.DYN.IMRT.IN,East Asia & Pacific,High income,2016,4.6
New Zealand,NZL,"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,East Asia & Pacific,High income,2016,5.5
Nicaragua,NIC,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,Latin America & Caribbean,Lower middle income,2016,8.04877567
Nicaragua,NIC,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Latin America & Caribbean,Lower middle income,2016,73.18
Nicaragua,NIC,"Maternal mortality ratio (modeled estimate, per 100,000 live births)",SH.STA.MMRT,Latin America & Caribbean,Lower middle income,2016,77.0
Nicaragua,NIC,"Mortality rate, infant (per 1,000 live births)",SP.DYN.IMRT.IN,Latin America & Caribbean,Lower middle income,2016,14.2
Nicaragua,NIC,"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,Latin America & Caribbean,Lower middle income,2016,16.1
Niger,NER,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,Sub-Saharan Africa,Low income,2016,4.53239059
Niger,NER,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Sub-Saharan Africa,Low income,2016,59.228
Niger,NER,"Maternal mortality ratio (modeled estimate, per 100,000 live births)",SH.STA.MMRT,Sub-Saharan Africa,Low income,2016,450.0
Niger,NER,"Mortality rate, infant (per 1,000 live births)",SP.DYN.IMRT.IN,Sub-Saharan Africa,Low income,2016,69.2
Niger,NER,"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,Sub-Saharan Africa,Low income,2016,124.3
Nigeria,NGA,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,Sub-Saharan Africa,Lower middle income,2016,3.64773679
Nigeria,NGA,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Sub-Saharan Africa,Lower middle income,2016,52.189
Nigeria,NGA,"Maternal mortality ratio (modeled estimate, per 100,000 live births)",SH.STA.MMRT,Sub-Saharan Africa,Lower middle income,2016,1155.0
Nigeria,NGA,"Mortality rate, infant (per 1,000 live births)",SP.DYN.IMRT.IN,Sub-Saharan Africa,Lower middle income,2016,68.1
Nigeria,NGA,"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,Sub-Saharan Africa,Lower middle income,2016,117.4
North Macedonia,MKD,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,Europe & Central Asia,Upper middle income,2016,6.37943363
North Macedonia,MKD,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Europe & Central Asia,Upper middle income,2016,75.4
North Macedonia,MKD,"Maternal mortality ratio (modeled estimate, per 100,000 live births)",SH.STA.MMRT,Europe & Central Asia,Upper middle income,2016,4.0
North Macedonia,MKD,"Mortality rate, infant (per 1,000 live births)",SP.DYN.IMRT.IN,Europe & Central Asia,Upper middle income,2016,9.4
North Macedonia,MKD,"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,Europe & Central Asia,Upper middle income,2016,10.6
Northern Mariana Islands,MNP,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,East Asia & Pacific,High income,2016,
Northern Mariana Islands,MNP,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,East Asia & Pacific,High income,2016,77.392
Northern Mariana Islands,MNP,"Maternal mortality ratio (modeled estimate, per 100,000 live births)",SH.STA.MMRT,East Asia & Pacific,High income,2016,
Northern Mariana Islands,MNP,"Mortality rate, infant (per 1,000 live births)",SP.DYN.IMRT.IN,East Asia & Pacific,High income,2016,
Northern Mariana Islands,MNP,"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,East Asia & Pacific,High income,2016,
Norway,NOR,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,Europe & Central Asia,High income,2016,10.53049755
Norway,NOR,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Europe & Central Asia,High income,2016,82.40731707317074
Norway,NOR,"Maternal mortality ratio (modeled estimate, per 100,000 live births)",SH.STA.MMRT,Europe & Central Asia,High income,2016,2.0
Norway,NOR,"Mortality rate, infant (per 1,000 live births)",SP.DYN.IMRT.IN,Europe & Central Asia,High income,2016,2.1
Norway,NOR,"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,Europe & Central Asia,High income,2016,2.6
Oman,OMN,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,Middle East & North Africa,High income,2016,4.17580843
Oman,OMN,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Middle East & North Africa,High income,2016,79.581
Oman,OMN,"Maternal mortality ratio (modeled estimate, per 100,000 live births)",SH.STA.MMRT,Middle East & North Africa,High income,2016,14.0
Oman,OMN,"Mortality rate, infant (per 1,000 live births)",SP.DYN.IMRT.IN,Middle East & North Africa,High income,2016,9.0
Oman,OMN,"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,Middle East & North Africa,High income,2016,11.0
Pakistan,PAK,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,Middle East & North Africa,Lower middle income,2016,2.57026362
Pakistan,PAK,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Middle East & North Africa,Lower middle income,2016,65.943
